ID,Strain,Counts,total_counts,rel_counts,bac_copies,bac_copies_raw,Ct_Mean_bac,Ct_SD_bac,abs_counts_org,limit_passed,Type,Experiment,Plate,CommunityCombo,Treatment,Notes,present,spec_name,spec_name_uniq,Treatment_simp,total_reads,sample_geq,abs_counts,geq_passed,is_low,arrival
1-3_5,ESL0183,1706,6768,0.252068557919622,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,799600538.061445,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,6768,468699.025827342,799600538.061445,1,No,first
1-3_5,ESL0835,0,6768,0,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,6768,468699.025827342,0,0,No,second
1-3_5,ESL0184,0,6768,0,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,6768,468699.025827342,0,0,No,first
1-3_5,ESL0350,34,6768,0.00502364066193853,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,15935766.8781296,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,6768,468699.025827342,15935766.8781296,1,No,second
1-3_5,ESL0186,2594,6768,0.383274231678487,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,1215805272.99612,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,6768,468699.025827342,1215805272.99612,1,No,first
1-3_5,ESL0261,0,6768,0,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,6768,468699.025827342,0,0,No,second
1-3_5,unknown,3,6768,0.000443262411347518,3172155006.79945,2349744.44948108,15.3214502334595,0.0697772055864334,1406097.07748203,Yes,bee,1,1,1,A1-B1,,1,NA,NA (unknown),AB,6768,468699.025827342,1406097.07748203,1,No,NA
1-3_6,ESL0825,41,3345,0.0122571001494768,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,49794972.205763,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,3345,1214511.51721373,49794972.205763,1,No,first
1-3_6,ESL0820,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0822,7,3345,0.00209267563527653,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,8501580.62049612,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,3345,1214511.51721373,8501580.62049612,1,No,first
1-3_6,ESL0170,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0824,24,3345,0.00717488789237668,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,29148276.4131295,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,3345,1214511.51721373,29148276.4131295,1,No,first
1-3_6,ESL0198,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0827,17,3345,0.00508221225710015,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,20646695.7926334,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,3345,1214511.51721373,20646695.7926334,1,No,first
1-3_6,ESL0199,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0200,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,3345,1214511.51721373,0,0,No,first
1-3_6,ESL0819,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0197,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,3345,1214511.51721373,0,0,No,both
1-3_6,ESL0394,97,3345,0.0289985052316891,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,117807617.169732,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,3345,1214511.51721373,117807617.169732,1,No,second
1-3_6,ESL0295,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,3345,1214511.51721373,0,0,No,first
1-3_6,ESL1028,4,3345,0.00119581464872945,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,4858046.06885492,Yes,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,3345,1214511.51721373,4858046.06885492,1,No,both
1-3_6,ESL0263,288,3345,0.0860986547085202,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,349779316.957555,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,3345,1214511.51721373,349779316.957555,1,No,second
1-3_6,ESL0185,356,3345,0.106427503736921,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,432366100.128088,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,3345,1214511.51721373,432366100.128088,1,No,first
1-3_6,ESL0183,1653,3345,0.494170403587444,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,2007587537.9543,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,3345,1214511.51721373,2007587537.9543,1,No,first
1-3_6,ESL0835,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,3345,1214511.51721373,0,0,No,second
1-3_6,ESL0184,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,3345,1214511.51721373,0,0,No,first
1-3_6,ESL0350,14,3345,0.00418535127055306,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,17003161.2409922,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,3345,1214511.51721373,17003161.2409922,1,No,second
1-3_6,ESL0186,844,3345,0.252316890881913,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,1025047720.52839,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,3345,1214511.51721373,1025047720.52839,1,No,first
1-3_6,ESL0261,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,3345,1214511.51721373,0,0,No,second
1-3_6,unknown,0,3345,0,4062541025.07993,3009289.64820735,14.9568481445312,0.192127779126167,0,Yes,bee,1,1,1,A1-B1,,0,NA,NA (unknown),AB,3345,1214511.51721373,0,0,No,NA
1-3_7,ESL0825,870,14692,0.0592158998094201,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,488104810.458242,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,14692,561040.012020968,488104810.458242,1,No,first
1-3_7,ESL0820,80,14692,0.00544514021236047,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,44883200.9616774,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,14692,561040.012020968,44883200.9616774,1,No,second
1-3_7,ESL0822,246,14692,0.0167438061530084,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,138015842.957158,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,14692,561040.012020968,138015842.957158,1,No,first
1-3_7,ESL0170,52,14692,0.0035393411380343,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,29174080.6250903,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,14692,561040.012020968,29174080.6250903,1,No,second
1-3_7,ESL0824,619,14692,0.0421317723931391,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,347283767.440979,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,14692,561040.012020968,347283767.440979,1,No,first
1-3_7,ESL0198,53,14692,0.00360740539068881,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,29735120.6371113,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,14692,561040.012020968,29735120.6371113,1,No,second
1-3_7,ESL0827,513,14692,0.0349169616117615,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,287813526.166757,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,14692,561040.012020968,287813526.166757,1,No,first
1-3_7,ESL0199,46,14692,0.00313095562210727,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,25807840.5529645,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,14692,561040.012020968,25807840.5529645,1,No,second
1-3_7,ESL0200,221,14692,0.0150421998366458,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,123989842.656634,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,14692,561040.012020968,123989842.656634,1,No,first
1-3_7,ESL0819,27,14692,0.00183773482167166,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,15148080.3245661,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,14692,561040.012020968,15148080.3245661,1,No,second
1-3_7,ESL0197,98,14692,0.00667029676014157,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,54981921.1780549,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,14692,561040.012020968,54981921.1780549,1,No,both
1-3_7,ESL0394,877,14692,0.0596923495780016,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,492032090.542389,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,14692,561040.012020968,492032090.542389,1,No,second
1-3_7,ESL0295,1340,14692,0.0912060985570378,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,751793616.108097,Yes,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,14692,561040.012020968,751793616.108097,1,No,first
1-3_7,ESL1028,95,14692,0.00646610400217806,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,53298801.1419919,Yes,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,14692,561040.012020968,53298801.1419919,1,No,both
1-3_7,ESL0263,908,14692,0.0618023414102913,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,509424330.915039,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,14692,561040.012020968,509424330.915039,1,No,second
1-3_7,ESL0185,2775,14692,0.188878301116254,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,1556886033.35819,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,14692,561040.012020968,1556886033.35819,1,No,first
1-3_7,ESL0183,2520,14692,0.171521916689355,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,1413820830.29284,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,14692,561040.012020968,1413820830.29284,1,No,first
1-3_7,ESL0835,0,14692,0,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,14692,561040.012020968,0,0,No,second
1-3_7,ESL0184,0,14692,0,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,14692,561040.012020968,0,0,No,first
1-3_7,ESL0350,250,14692,0.0170160631636265,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,140260003.005242,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,14692,561040.012020968,140260003.005242,1,No,second
1-3_7,ESL0186,3102,14692,0.211135311734277,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,1740346117.28904,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,14692,561040.012020968,1740346117.28904,1,No,first
1-3_7,ESL0261,0,14692,0,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,14692,561040.012020968,0,0,No,second
1-3_7,unknown,0,14692,0,8242799856.61206,6105777.67156449,13.9141235351562,0.0600693672895432,0,Yes,bee,1,1,1,A1-B1,,0,NA,NA (unknown),AB,14692,561040.012020968,0,0,No,NA
1-3_8,ESL0825,70,2083,0.0336053768602976,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,26033.0331956708,No,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,2083,371.900474223869,26033.0331956708,1,Yes,first
1-3_8,ESL0820,4,2083,0.00192030724915987,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,1487.60189689548,No,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,2083,371.900474223869,1487.60189689548,1,Yes,second
1-3_8,ESL0822,19,2083,0.00912145943350936,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,7066.10901025351,No,bee,1,1,1,A1-B1,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,2083,371.900474223869,7066.10901025351,1,Yes,first
1-3_8,ESL0170,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,2083,371.900474223869,0,0,Yes,second
1-3_8,ESL0824,22,2083,0.0105616898703793,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,8181.81043292512,No,bee,1,1,1,A1-B1,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,2083,371.900474223869,8181.81043292512,1,Yes,first
1-3_8,ESL0198,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,2083,371.900474223869,0,0,Yes,second
1-3_8,ESL0827,23,2083,0.0110417666826692,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,8553.71090714898,No,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,2083,371.900474223869,8553.71090714898,1,Yes,first
1-3_8,ESL0199,10,2083,0.00480076812289966,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,3719.00474223869,No,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,2083,371.900474223869,3719.00474223869,1,Yes,second
1-3_8,ESL0200,4,2083,0.00192030724915987,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,1487.60189689548,No,bee,1,1,1,A1-B1,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,2083,371.900474223869,1487.60189689548,1,Yes,first
1-3_8,ESL0819,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,2083,371.900474223869,0,0,Yes,second
1-3_8,ESL0197,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,2083,371.900474223869,0,0,Yes,both
1-3_8,ESL0394,117,2083,0.0561689870379261,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,43512.3554841927,No,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,2083,371.900474223869,43512.3554841927,1,Yes,second
1-3_8,ESL0295,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,2083,371.900474223869,0,0,Yes,first
1-3_8,ESL1028,5,2083,0.00240038406144983,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,1859.50237111934,No,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,2083,371.900474223869,1859.50237111934,1,Yes,both
1-3_8,ESL0263,281,2083,0.134901584253481,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,104504.033256907,No,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,2083,371.900474223869,104504.033256907,1,Yes,second
1-3_8,ESL0185,281,2083,0.134901584253481,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,104504.033256907,No,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,2083,371.900474223869,104504.033256907,1,Yes,first
1-3_8,ESL0183,755,2083,0.362457993278925,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,280784.858039021,No,bee,1,1,1,A1-B1,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,2083,371.900474223869,280784.858039021,1,Yes,first
1-3_8,ESL0835,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,2083,371.900474223869,0,0,Yes,second
1-3_8,ESL0184,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,2083,371.900474223869,0,0,Yes,first
1-3_8,ESL0350,11,2083,0.00528084493518963,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,4090.90521646256,No,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,2083,371.900474223869,4090.90521646256,1,Yes,second
1-3_8,ESL0186,481,2083,0.230916946711474,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,178884.128101681,No,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,2083,371.900474223869,178884.128101681,1,Yes,first
1-3_8,ESL0261,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,2083,371.900474223869,0,0,Yes,second
1-3_8,unknown,0,2083,0,774668.687808319,573.828657635792,27.5793476104736,11.9196348190308,0,No,bee,1,1,1,A1-B1,,0,NA,NA (unknown),AB,2083,371.900474223869,0,0,Yes,NA
1-3_9,ESL0825,171,16311,0.0104837226411624,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,42614041.4747984,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,16311,249204.920905254,42614041.4747984,1,No,first
1-3_9,ESL0820,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0822,36,16311,0.00220709950340261,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,8971377.15258913,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,16311,249204.920905254,8971377.15258913,1,No,first
1-3_9,ESL0170,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0824,159,16311,0.00974802280669487,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,39623582.4239353,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,16311,249204.920905254,39623582.4239353,1,No,first
1-3_9,ESL0198,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0827,66,16311,0.00404634908957145,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,16447524.7797467,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,16311,249204.920905254,16447524.7797467,1,No,first
1-3_9,ESL0199,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0200,10,16311,0.000613083195389614,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,2492049.20905254,Yes,bee,1,1,1,A1-B1,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,16311,249204.920905254,2492049.20905254,1,No,first
1-3_9,ESL0819,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0197,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,16311,249204.920905254,0,0,No,both
1-3_9,ESL0394,522,16311,0.0320029427993379,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,130084968.712542,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,16311,249204.920905254,130084968.712542,1,No,second
1-3_9,ESL0295,426,16311,0.0261173441235976,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,106161296.305638,Yes,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,16311,249204.920905254,106161296.305638,1,No,first
1-3_9,ESL1028,9,16311,0.000551774875850653,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,2242844.28814728,Yes,bee,1,1,1,A1-B1,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,16311,249204.920905254,2242844.28814728,1,No,both
1-3_9,ESL0263,963,16311,0.0590399117160199,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,239984338.831759,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,16311,249204.920905254,239984338.831759,1,No,second
1-3_9,ESL0185,1042,16311,0.0638832689595978,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,259671527.583274,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,16311,249204.920905254,259671527.583274,1,No,first
1-3_9,ESL0183,9674,16311,0.593096683219913,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,2410808404.83742,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,16311,249204.920905254,2410808404.83742,1,No,first
1-3_9,ESL0835,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,16311,249204.920905254,0,0,No,second
1-3_9,ESL0184,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,16311,249204.920905254,0,0,No,first
1-3_9,ESL0350,22,16311,0.00134878302985715,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,5482508.25991558,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,16311,249204.920905254,5482508.25991558,1,No,second
1-3_9,ESL0186,3208,16311,0.196677089080988,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,799449386.264053,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,16311,249204.920905254,799449386.264053,1,No,first
1-3_9,ESL0261,3,16311,0.000183924958616884,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,747614.762715761,Yes,bee,1,1,1,A1-B1,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,16311,249204.920905254,747614.762715761,1,No,second
1-3_9,unknown,0,16311,0,4064781464.88559,3010949.23324858,14.9560356140137,0.259837090969086,0,Yes,bee,1,1,1,A1-B1,,0,NA,NA (unknown),AB,16311,249204.920905254,0,0,No,NA
